name,source,url,category,abv,price,quantity,single_vol,total_vol,ml_per_dollar,alcohol_vol,alc_per_dollar
b"By Chadsey's Cairns White Horse VQA",LCBO,http://www.lcbo.com/lcbo/product/by-chadsey-s-cairns-white-horse-vqa/453464,White Wine,11.5,21.2,1,750,750,35.38,86,4.07
b'Masseria Surani Heracles Primitivo 2014',LCBO,http://www.lcbo.com/lcbo/product/masseria-surani-heracles-primitivo-2014/434274,Red Wine,13.5,15.25,1,750,750,49.18,101,6.64
b'Seoro de Sotillo Crianza 2011',LCBO,http://www.lcbo.com/lcbo/product/senorio-de-sotillo-crianza-2011/438648,Red Wine,13.5,17.75,1,750,750,42.25,101,5.7
b'Vios Los Valles Tempranillo/Graciano Crianza 2010',LCBO,http://www.lcbo.com/lcbo/product/vinos-los-valles-tempranillo-graciano-crianza-2010/438721,Red Wine,13.0,17.75,1,750,750,42.25,97,5.49
b'Haut Marin Colombard/Ugni Blanc 2014',LCBO,http://www.lcbo.com/lcbo/product/haut-marin-colombard-ugni-blanc-2014/438762,White Wine,11.5,13.25,1,750,750,56.6,86,6.51
b'Columbia Crest H3 Chardonnay 2014',LCBO,http://www.lcbo.com/lcbo/product/columbia-crest-h3-chardonnay-2014/441998,White Wine,13.5,20.95,1,750,750,35.8,101,4.83
b'Skouras Moscofilero 2014',LCBO,http://www.lcbo.com/lcbo/product/skouras-moscofilero-2014/442178,White Wine,12.0,15.25,1,750,750,49.18,90,5.9
b'Tzafona Cellars Cold Climate Vidal Icewine KP',LCBO,http://www.lcbo.com/lcbo/product/tzafona-cellars-cold-climate-vidal-icewine-kp/443820,Icewine,12.0,39.95,1,375,375,9.39,45,1.13
b'Culmina Decora Riesling 2014',LCBO,http://www.lcbo.com/lcbo/product/culmina-decora-riesling-2014/444836,White Wine,13.0,20.75,1,750,750,36.14,97,4.7
b'Forbidden Fruit Pearsuasion 2013',LCBO,http://www.lcbo.com/lcbo/product/forbidden-fruit-pearsuasion-2013/447151,Dessert Wine,13.0,16.75,1,750,750,44.78,97,5.82
b'Domaine des Nugues Fleurie 2013',LCBO,http://www.lcbo.com/lcbo/product/domaine-des-nugues-fleurie-2013/447219,Red Wine,13.0,23.95,1,750,750,31.32,97,4.07
b'Coffin Ridge Back From the Dead Red 2015',LCBO,http://www.lcbo.com/lcbo/product/coffin-ridge-back-from-the-dead-red-2015/260463,Red Wine,11.2,19.0,1,750,750,39.47,83,4.42
b'G. Marquis The Silver Line Epic Cabernet Sauvignon/Cabernet Franc 2013',LCBO,http://www.lcbo.com/lcbo/product/g-marquis-the-silver-line-epic-cabernet-sauvignon-cabernet-franc-2013/310367,Red Wine,13.9,30.65,1,750,750,24.47,104,3.4
b'Tomatin 14 Year Old Portwood Highland Single Malt',LCBO,http://www.lcbo.com/lcbo/product/tomatin-14-year-old-portwood-highland-single-malt/435834,Whisky/Whiskey,46.0,96.7,1,750,750,7.76,345,3.57
b'Tomatin 18 Year Old Highland Single Malt',LCBO,http://www.lcbo.com/lcbo/product/tomatin-18-year-old-highland-single-malt/435859,Whisky/Whiskey,46.0,142.85,1,750,750,5.25,345,2.42
b'La Jota Howell Mountain Estate Cabernet Sauvignon 2013',LCBO,http://www.lcbo.com/lcbo/product/la-jota-howell-mountain-estate-cabernet-sauvignon-2013/659755,Red Wine,14.0,110.95,1,750,750,6.76,105,0.95
b'Nickel Brook Winey Bastard',LCBO,http://www.lcbo.com/lcbo/product/nickel-brook-winey-bastard/419135,Ale,9.5,16.95,1,750,750,44.25,71,4.2
b'Acquavite Di Albicocche',LCBO,http://www.lcbo.com/lcbo/product/acquavite-di-albicocche/420919,Eau-de-Vie,43.0,55.25,1,500,500,9.05,215,3.89
b'Tomatin 15 Year Old Highland Single Malt',LCBO,http://www.lcbo.com/lcbo/product/tomatin-15-year-old-highland-single-malt/421727,Whisky/Whiskey,46.0,96.35,1,750,750,7.78,345,3.58
b'The Quiet Man 8 Year Old Single Malt Irish Whiskey',LCBO,http://www.lcbo.com/lcbo/product/the-quiet-man-8-year-old-single-malt-irish-whiskey/433532,Whisky/Whiskey,40.0,64.95,1,700,700,10.78,280,4.31
b'Glengoyne Cask Strength Old Highland Single Malt',LCBO,http://www.lcbo.com/lcbo/product/glengoyne-cask-strength-old-highland-single-malt/437897,Whisky/Whiskey,58.2,109.45,1,700,700,6.4,407,3.72
b'Smirnoff Ice VII Original',LCBO,http://www.lcbo.com/lcbo/product/smirnoff-ice-vii-original/450122,Coolers,7.0,2.95,1,473,473,160.34,33,11.22
b'Bel Echo Pinot Noir 2014',LCBO,http://www.lcbo.com/lcbo/product/bel-echo-pinot-noir-2014/159137,Red Wine,13.5,23.95,1,750,750,31.32,101,4.23
b'Bombing Range Red 2011',LCBO,http://www.lcbo.com/lcbo/product/bombing-range-red-2011/233460,Red Wine,14.8,22.75,1,750,750,32.97,111,4.88
b'De Loach OFS Russian River Valley Chardonnay 2013',LCBO,http://www.lcbo.com/lcbo/product/de-loach-ofs-russian-river-valley-chardonnay-2013/729343,White Wine,14.5,44.0,1,750,750,17.05,108,2.47
b'Via Vilano Crianza 2012',LCBO,http://www.lcbo.com/lcbo/product/vina-vilano-crianza-2012/82180,Red Wine,13.5,21.95,1,750,750,34.17,101,4.61
b'Gotin del Risc Mencia 2010',LCBO,http://www.lcbo.com/lcbo/product/gotin-del-risc-mencia-2010/391581,Red Wine,13.5,15.95,1,750,750,47.02,101,6.35
b'Mas des Bressades Cuve Tradition 2015',LCBO,http://www.lcbo.com/lcbo/product/mas-des-bressades-cuvee-tradition-2015/143099,Red Wine,14.1,16.95,1,750,750,44.25,105,6.24
b'Star Of Bombay',LCBO,http://www.lcbo.com/lcbo/product/star-of-bombay/446526,Gin,47.5,49.95,1,750,750,15.02,356,7.13
b'Josef Chromy Pepik Chardonnay 2014',LCBO,http://www.lcbo.com/lcbo/product/josef-chromy-pepik-chardonnay-2014/378240,White Wine,13.0,18.25,1,750,750,41.1,97,5.34
b'Smirnoff Ice Light Raspberry & Soda',LCBO,http://www.lcbo.com/lcbo/product/smirnoff-ice-light-raspberry-soda/450130,Coolers,4.0,9.95,4,355,1420,142.71,56,5.71
b'9 Pink',LCBO,http://www.lcbo.com/lcbo/product/9-pink/323766,Sparkling Wine,9.0,13.95,1,750,750,53.76,67,4.84
b'Smirnoff Ice',LCBO,http://www.lcbo.com/lcbo/product/smirnoff-ice/450114,Coolers,5.0,12.25,6,355,2130,173.88,106,8.69
b'Castleforte Soave Doc',LCBO,http://www.lcbo.com/lcbo/product/castleforte-soave-doc/440826,White Wine,12.5,8.8,1,750,750,85.23,93,10.65
b'Le Clairon Des Anges Costires De Nmes Aop',LCBO,http://www.lcbo.com/lcbo/product/le-clairon-des-anges-costieres-de-nimes-aop/441741,Red Wine,13.5,13.95,1,750,750,53.76,101,7.26
b'Domaine des Carteresses Tavel Ros 2016',LCBO,http://www.lcbo.com/lcbo/product/domaine-des-carteresses-tavel-rose-2016/739474,Ros Wine,13.0,17.95,1,750,750,41.78,97,5.43
b'Bolla Soave Classico Doc',LCBO,http://www.lcbo.com/lcbo/product/bolla-soave-classico-doc/438945,White Wine,12.0,12.95,1,750,750,57.92,90,6.95
b'#09 Beausejour Duffau-Lagarosse St. Emilion (C.V.G 2009',LCBO,http://www.lcbo.com/lcbo/product/09-beausejour-duffau-lagarosse-st-emilion-cvg-2009/210690,Wine,13.0,1175.0,1,1500,1500,1.28,195,0.17
b'Smirnoff Ice Can M/M',LCBO,http://www.lcbo.com/lcbo/product/smirnoff-ice-can-m-m/339317,Spirits,5.0,2.2,1,355,355,161.36,17,8.07
b'Smirnoff Cranberry Lime M/M',LCBO,http://www.lcbo.com/lcbo/product/smirnoff-cranberry-lime-m-m/339408,Spirits,5.0,2.5,1,330,330,132.0,16,6.6
b'EastDell Estates Cabernet Franc Icewine 2013',LCBO,http://www.lcbo.com/lcbo/product/eastdell-estates-cabernet-franc-icewine-2013/345157,Icewine,11.0,62.95,1,375,375,5.96,41,0.66
b'Franks Redhot Caesar Original M/M',LCBO,http://www.lcbo.com/lcbo/product/franks-redhot-caesar-original-m-m/406546,Spirits,5.5,2.7,1,355,355,131.48,19,7.23
b"Frank's Redhot Caesar Sweet Chili Lime M/M",LCBO,http://www.lcbo.com/lcbo/product/frank-s-redhot-caesar-sweet-chili-lime-m-m/406553,Spirits,5.5,2.7,1,355,355,131.48,19,7.23
b'Jack Daniels Country Cocktail M/M',LCBO,http://www.lcbo.com/lcbo/product/jack-daniels-country-cocktail-m-m/430868,Spirits,5.0,2.2,1,296,296,134.55,14,6.73
b'Black Fly Vodka Grapefruit M/M',LCBO,http://www.lcbo.com/lcbo/product/black-fly-vodka-grapefruit-m-m/431916,Spirits,7.0,2.75,1,400,400,145.45,28,10.18
b'Palm Bay Tropical Iced Tea Peach M/M',LCBO,http://www.lcbo.com/lcbo/product/palm-bay-tropical-iced-tea-peach-m-m/431924,Spirits,5.0,2.6,1,355,355,136.54,17,6.83
b'Goose Island IPA',LCBO,http://www.lcbo.com/lcbo/product/goose-island-ipa/434084,Ale,5.9,3.15,1,473,473,150.16,27,8.86
b'Jura 2002 Boutique Barrel',LCBO,http://www.lcbo.com/lcbo/product/jura-2002-boutique-barrel/438176,Whisky/Whiskey,57.4,149.95,1,750,750,5.0,430,2.87
b'Jura 1993 Boutique Barrel',LCBO,http://www.lcbo.com/lcbo/product/jura-1993-boutique-barrel/438184,Spirits,56.5,249.95,1,750,750,3.0,423,1.7
b'Lakeview Cellars Icewine 5 Bottle Gift Pack 2013',LCBO,http://www.lcbo.com/lcbo/product/lakeview-cellars-icewine-5-bottle-gift-pack-2013/448977,Gift and Sampler Packs,12.0,161.85,5,200,1000,6.18,120,0.74
b'Grand River Brewing Tailgate',LCBO,http://www.lcbo.com/lcbo/product/grand-river-brewing-tailgate/452565,Lager,4.5,3.1,1,473,473,152.58,21,6.87
b"Cooper's Hawk Unoaked Chardonnay VQA",LCBO,http://www.lcbo.com/lcbo/product/cooper-s-hawk-unoaked-chardonnay-vqa/453167,White Wine,12.0,14.95,1,750,750,50.17,90,6.02
b'Blueberry Hill Estates Vidal VQA',LCBO,http://www.lcbo.com/lcbo/product/blueberry-hill-estates-vidal-vqa/453316,White Wine,11.0,13.25,1,750,750,56.6,82,6.23
b'Blueberry Hill Estates Baco Noir VQA',LCBO,http://www.lcbo.com/lcbo/product/blueberry-hill-estates-baco-noir-vqa/453324,Red Wine,12.5,15.6,1,750,750,48.08,93,6.01
b"By Chadsey's Cairns Roxey Ros VQA",LCBO,http://www.lcbo.com/lcbo/product/by-chadsey-s-cairns-roxey-rose-vqa/453654,Ros Wine,12.0,21.2,1,750,750,35.38,90,4.25
b"Paddy's Irish Red",LCBO,http://www.lcbo.com/lcbo/product/paddy-s-irish-red/894824,Beer & Cider,5.0,5.95,1,650,650,109.24,32,5.46
b'Seagram Wildberry Vodka Cooler M/M',LCBO,http://www.lcbo.com/lcbo/product/seagram-wildberry-vodka-cooler-m-m/899070,Spirits,5.0,2.1,1,341,341,162.38,17,8.12
b'Drake Heathcote Shiraz 2013',LCBO,http://www.lcbo.com/lcbo/product/drake-heathcote-shiraz-2013/440008,Red Wine,13.5,16.25,1,750,750,46.15,101,6.23
b'Tulip Just Cabernet Sauvignon KP 2014',LCBO,http://www.lcbo.com/lcbo/product/tulip-just-cabernet-sauvignon-kp-2014/440420,Red Wine,14.1,23.75,1,750,750,31.58,105,4.45
b'Gilgal Pinot Noir KP 2013',LCBO,http://www.lcbo.com/lcbo/product/gilgal-pinot-noir-kp-2013/440651,Red Wine,13.5,27.95,1,750,750,26.83,101,3.62
b'Inception Irresistible White',LCBO,http://www.lcbo.com/lcbo/product/inception-irresistible-white/441535,White Wine,12.5,13.95,1,750,750,53.76,93,6.72
b'Nomad Wanderlust 2013',LCBO,http://www.lcbo.com/lcbo/product/nomad-wanderlust-2013/451328,Red Wine,13.5,20.25,1,750,750,37.04,101,5.0
b'Voliero Brunello di Montalcino 2009',LCBO,http://www.lcbo.com/lcbo/product/voliero-brunello-di-montalcino-2009/451534,Red Wine,15.0,59.0,1,750,750,12.71,112,1.91
b'Novas Gran Reserva Carmenre Cab Sauvignon Organic',LCBO,http://www.lcbo.com/lcbo/product/novas-gran-reserva-carmenere-cab-sauvignon-organic/434662,Red Wine,14.5,15.95,1,750,750,47.02,108,6.82
b'56 Hundred Cabernet Sauvignon Shiraz',LCBO,http://www.lcbo.com/lcbo/product/56-hundred-cabernet-sauvignon-shiraz/437442,Red Wine,14.5,10.95,1,750,750,68.49,108,9.93
b'Yellow Tail Cool Crisp White',LCBO,http://www.lcbo.com/lcbo/product/yellow-tail-cool-crisp-white/439844,White Wine,12.5,12.95,1,750,750,57.92,93,7.24
b'Titular Red 2013',LCBO,http://www.lcbo.com/lcbo/product/titular-red-2013/445148,Red Wine,13.0,14.75,1,750,750,50.85,97,6.61
b'Baron de Hoen Rserve Riesling 2014',LCBO,http://www.lcbo.com/lcbo/product/baron-de-hoen-reserve-riesling-2014/446427,White Wine,12.0,12.75,1,750,750,58.82,90,7.06
b'Descendientes de J. Palacios Ptalos 2015',LCBO,http://www.lcbo.com/lcbo/product/descendientes-de-j-palacios-petalos-2015/446484,Red Wine,15.0,24.95,1,750,750,30.06,112,4.51
b"Chteau La Tour de L'vque Ros 2016",LCBO,http://www.lcbo.com/lcbo/product/chateau-la-tour-de-l-eveque-rose-2016/319392,Ros Wine,13.5,18.95,1,750,750,39.58,101,5.34
b'Galil Mountain Cabernet Sauvignon KP 2014',LCBO,http://www.lcbo.com/lcbo/product/galil-mountain-cabernet-sauvignon-kp-2014/128058,Red Wine,14.5,24.95,1,750,750,30.06,108,4.36
b'Zion Winery Dolev Cabernet Sauvignon KP',LCBO,http://www.lcbo.com/lcbo/product/zion-winery-dolev-cabernet-sauvignon-kp/356659,Red Wine,12.5,19.95,1,750,750,37.59,93,4.7
b'Seven Falls Cabernet Sauvignon 2014',LCBO,http://www.lcbo.com/lcbo/product/seven-falls-cabernet-sauvignon-2014/360222,Red Wine,14.5,21.95,1,750,750,34.17,108,4.95
b'Glencadam Highland Single Malt Scotch Whisky 10YO',LCBO,http://www.lcbo.com/lcbo/product/glencadam-highland-single-malt-scotch-whisky-10yo/436246,Whisky/Whiskey,46.0,91.2,1,700,700,7.68,322,3.53
b'Benriach 10YO Single Malt Scotch',LCBO,http://www.lcbo.com/lcbo/product/benriach-10yo-single-malt-scotch/441006,Whisky/Whiskey,43.0,81.95,1,700,700,8.54,301,3.67
b'Aresti Trisquel Sauvignon Blanc 2014',LCBO,http://www.lcbo.com/lcbo/product/aresti-trisquel-sauvignon-blanc-2014/443341,White Wine,13.0,18.25,1,750,750,41.1,97,5.34
b'Wdka Zoladkowa Gorzka',LCBO,http://www.lcbo.com/lcbo/product/wodka-zoladkowa-gorzka/547679,Vodka,36.0,26.45,1,750,750,28.36,270,10.21
b'Kilikanoon Oracle Shiraz 2012',LCBO,http://www.lcbo.com/lcbo/product/kilikanoon-oracle-shiraz-2012/926816,Red Wine,15.0,75.0,1,750,750,10.0,112,1.5
b'Tommasi Poggio al Tufo Rompicollo 2015',LCBO,http://www.lcbo.com/lcbo/product/tommasi-poggio-al-tufo-rompicollo-2015/13755,Red Wine,12.5,19.95,1,750,750,37.59,93,4.7
b'Jip Jip Rocks Chardonnay 2015',LCBO,http://www.lcbo.com/lcbo/product/jip-jip-rocks-chardonnay-2015/175752,White Wine,12.5,17.05,1,750,750,43.99,93,5.5
b"Molino di Sant'Antimo Paolus Brunello di Montalcino 2010",LCBO,http://www.lcbo.com/lcbo/product/molino-di-sant-antimo-paolus-brunello-di-montalcino-2010/339515,Red Wine,14.5,56.95,1,750,750,13.17,108,1.91
b'Quercecchio Brunello di Montalcino 2011',LCBO,http://www.lcbo.com/lcbo/product/quercecchio-brunello-di-montalcino-2011/438580,Red Wine,14.5,33.95,1,750,750,22.09,108,3.2
b'Cesari Soave Classico Doc',LCBO,http://www.lcbo.com/lcbo/product/cesari-soave-classico-doc/438952,White Wine,12.0,9.6,1,750,750,78.12,90,9.38
b'Reynard The Fox Rye Golden Ale',LCBO,http://www.lcbo.com/lcbo/product/reynard-the-fox-rye-golden-ale/453977,Ale,5.0,3.1,1,473,473,152.58,23,7.63
b'Gato Negro 9 Lives Reserve Red Blend',LCBO,http://www.lcbo.com/lcbo/product/gato-negro-9-lives-reserve-red-blend/434647,Red Wine,13.0,11.95,1,750,750,62.76,97,8.16
b"Casillero del Diablo Reserva Devil's Collection Red",LCBO,http://www.lcbo.com/lcbo/product/casillero-del-diablo-reserva-devil-s-collection-red/436956,Red Wine,13.5,13.95,1,750,750,53.76,101,7.26
b'Montes Twins White Blend',LCBO,http://www.lcbo.com/lcbo/product/montes-twins-white-blend/440156,White Wine,13.5,8.95,1,750,750,83.8,101,11.31
b'Walders Creamy Liqueur Vodka & Vanilla K',LCBO,http://www.lcbo.com/lcbo/product/walders-creamy-liqueur-vodka-vanilla-k/440503,Liqueur/Liquor,17.0,36.75,1,750,750,20.41,127,3.47
b'Wakefield Promised Land Shiraz',LCBO,http://www.lcbo.com/lcbo/product/wakefield-promised-land-shiraz/441543,Red Wine,14.0,14.95,1,750,750,50.17,105,7.02
b'Wakefield Promised Land Unwooded Chardonnay',LCBO,http://www.lcbo.com/lcbo/product/wakefield-promised-land-unwooded-chardonnay/441550,White Wine,13.0,9.95,1,750,750,75.38,97,9.8
b'McGuigan Black Label Pinot Grigio',LCBO,http://www.lcbo.com/lcbo/product/mcguigan-black-label-pinot-grigio/441576,White Wine,12.0,11.1,1,750,750,67.57,90,8.11
b'La Linea Cotes Du Roussilon Villages Aop',LCBO,http://www.lcbo.com/lcbo/product/la-linea-cotes-du-roussilon-villages-aop/442574,Red Wine,13.5,9.7,1,750,750,77.32,101,10.44
b'Fuzion Chenin-Chardonnay',LCBO,http://www.lcbo.com/lcbo/product/fuzion-chenin-chardonnay/443465,White Wine,12.0,15.95,1,1500,1500,94.04,180,11.29
b"Italian Hills Barbera d'Alba KP 2013",LCBO,http://www.lcbo.com/lcbo/product/italian-hills-barbera-d-alba-kp-2013/445593,Red Wine,13.5,16.8,1,750,750,44.64,101,6.03
b"Rickard's Radler",LCBO,http://www.lcbo.com/lcbo/product/rickard-s-radler/450270,Radler/ Shandy,3.2,2.7,1,473,473,175.19,15,5.61
b'Chteau des Charmes Pinot Noir Estate Grown & Bottled VQA',LCBO,http://www.lcbo.com/lcbo/product/chateau-des-charmes-pinot-noir-estate-grown-bottled-vqa/454967,Red Wine,13.1,16.95,1,750,750,44.25,98,5.8
b"Cameron's Cosmic Cream Ale",LCBO,http://www.lcbo.com/lcbo/product/cameron-s-cosmic-cream-ale/445064,Hybrid,5.0,3.05,1,473,473,155.08,23,7.75
b'Walkerville Easy Stout',LCBO,http://www.lcbo.com/lcbo/product/walkerville-easy-stout/453985,Ale,5.5,2.95,1,473,473,160.34,26,8.82
b'Lost Craft Revivale',LCBO,http://www.lcbo.com/lcbo/product/lost-craft-revivale/456996,Hybrid,4.8,3.0,1,473,473,157.67,22,7.57
b'Folie  Deux Chardonnay 2014',LCBO,http://www.lcbo.com/lcbo/product/folie-A-deux-chardonnay-2014/146951,White Wine,13.5,24.95,1,750,750,30.06,101,4.06
b'Wildass Riesling 2015',LCBO,http://www.lcbo.com/lcbo/product/wildass-riesling-2015/129700,White Wine,12.5,16.95,1,750,750,44.25,93,5.53
b'Wildass Merlot 2015',LCBO,http://www.lcbo.com/lcbo/product/wildass-merlot-2015/376822,Red Wine,13.5,16.95,1,750,750,44.25,101,5.97
b'Cragganmore 12 Years Old Single Malt Scotch Whisky',LCBO,http://www.lcbo.com/lcbo/product/cragganmore-12-years-old-single-malt-scotch-whisky/192732,Whisky/Whiskey,40.0,66.6,1,750,750,11.26,300,4.5
b'Chteau Martinon Entre-Deux-Mers 2016',LCBO,http://www.lcbo.com/lcbo/product/chateau-martinon-entre-deux-mers-2016/421230,White Wine,13.0,16.95,1,750,750,44.25,97,5.75
b'Callabriga 2012',LCBO,http://www.lcbo.com/lcbo/product/callabriga-2012/43638,Red Wine,14.0,15.25,1,750,750,49.18,105,6.89
b'The Benriach Distillery Curiositas Peated 10 Years Old',LCBO,http://www.lcbo.com/lcbo/product/the-benriach-distillery-curiositas-peated-10-years-old/93500,Whisky/Whiskey,46.0,88.2,1,700,700,7.94,322,3.65
b'Cuvelier Los Andes Coleccin 2011',LCBO,http://www.lcbo.com/lcbo/product/cuvelier-los-andes-coleccion-2011/144014,Red Wine,15.0,26.25,1,750,750,28.57,112,4.29
b'The BenRiach Matured in Sherry Wood 12 Years Old Speyside Single Malt',LCBO,http://www.lcbo.com/lcbo/product/the-benriach-matured-in-sherry-wood-12-years-old-speyside-single-malt/303123,Whisky/Whiskey,46.0,94.2,1,700,700,7.43,322,3.42
b'Edelweiss 2014',LCBO,http://www.lcbo.com/lcbo/product/edelweiss-2014/385021,White Wine,11.5,14.25,1,750,750,52.63,86,6.05
b'Old Forester',LCBO,http://www.lcbo.com/lcbo/product/old-forester/426148,Whisky/Whiskey,43.0,37.95,1,750,750,19.76,322,8.5
b'The Deveron 12 Year Old',LCBO,http://www.lcbo.com/lcbo/product/the-deveron-12-year-old/435941,Whisky/Whiskey,40.0,65.15,1,750,750,11.51,300,4.6
b'The Deveron 18 Year Old',LCBO,http://www.lcbo.com/lcbo/product/the-deveron-18-year-old/435974,Whisky/Whiskey,40.0,140.15,1,750,750,5.35,300,2.14
b'Fantini Farnese Numero Uno Primitivo Igp',LCBO,http://www.lcbo.com/lcbo/product/fantini-farnese-numero-uno-primitivo-igp/442491,Red Wine,13.5,12.95,1,750,750,57.92,101,7.82
b'Rizzi Pajore Barbaresco 2011',LCBO,http://www.lcbo.com/lcbo/product/rizzi-pajore-barbaresco-2011/452185,Red Wine,14.0,65.0,1,750,750,11.54,105,1.62
b'Lagavulin Distillers Edition',LCBO,http://www.lcbo.com/lcbo/product/lagavulin-distillers-edition/503060,Whisky/Whiskey,43.0,169.9,1,750,750,4.41,322,1.9
b'Dalwhinnie Distillers Edition',LCBO,http://www.lcbo.com/lcbo/product/dalwhinnie-distillers-edition/503086,Whisky/Whiskey,43.0,119.95,1,750,750,6.25,322,2.69
b'Oban Distillers Edition Scotch Whisky',LCBO,http://www.lcbo.com/lcbo/product/oban-distillers-edition-scotch-whisky/503094,Whisky/Whiskey,43.0,139.95,1,750,750,5.36,322,2.3
b'Gaffel Kolsch',LCBO,http://www.lcbo.com/lcbo/product/gaffel-kolsch/430769,Hybrid,4.8,2.7,1,500,500,185.19,24,8.89
b'Thorn-Clarke Shotfire Quartage 2014',LCBO,http://www.lcbo.com/lcbo/product/thorn-clarke-shotfire-quartage-2014/24091,Red Wine,14.0,21.95,1,750,750,34.17,105,4.78
b'Finca Torremilanos Los Cantos 2013',LCBO,http://www.lcbo.com/lcbo/product/finca-torremilanos-los-cantos-2013/211607,Red Wine,13.5,15.75,1,750,750,47.62,101,6.43
b'Mnchhof Robert Eymael Riesling 2014',LCBO,http://www.lcbo.com/lcbo/product/monchhof-robert-eymael-riesling-2014/349431,White Wine,10.0,17.75,1,750,750,42.25,75,4.23
b'Benriach Birnie Moss Single Malt Scotch Whisky',LCBO,http://www.lcbo.com/lcbo/product/benriach-birnie-moss-single-malt-scotch-whisky/364364,Whisky/Whiskey,48.0,85.75,1,700,700,8.16,336,3.92
b"J.P. Wiser's Spiced Torched Toffee Canadian Whisky",LCBO,http://www.lcbo.com/lcbo/product/jp-wiser-s-spiced-torched-toffee-canadian-whisky/394346,Whisky/Whiskey,43.0,28.2,1,750,750,26.6,322,11.44
b'Stolichnaya Razberi',LCBO,http://www.lcbo.com/lcbo/product/stolichnaya-razberi/401786,Vodka,37.5,27.95,1,750,750,26.83,281,10.06
b'Jura Origin 10 Year Old',LCBO,http://www.lcbo.com/lcbo/product/jura-origin-10-year-old/430355,Whisky/Whiskey,43.0,65.2,1,750,750,11.5,322,4.95
b'Sauza Hornitos Plata',LCBO,http://www.lcbo.com/lcbo/product/sauza-hornitos-plata/436279,Tequila,40.0,34.2,1,750,750,21.93,300,8.77
b'Hahn Winery GSM',LCBO,http://www.lcbo.com/lcbo/product/hahn-winery-gsm/441568,Red Wine,14.5,12.45,1,750,750,60.24,108,8.73
b'Mauro Primitivo Alberello Igt Salento',LCBO,http://www.lcbo.com/lcbo/product/mauro-primitivo-alberello-igt-salento/441790,Red Wine,14.5,12.0,1,750,750,62.5,108,9.06
b'Silver Oak Cabernet Sauvignon 2012',LCBO,http://www.lcbo.com/lcbo/product/silver-oak-cabernet-sauvignon-2012/943472,Red Wine,13.7,122.95,1,750,750,6.1,102,0.84
b'Elcione 2011',LCBO,http://www.lcbo.com/lcbo/product/elcione-2011/434480,Red Wine,14.0,15.75,1,750,750,47.62,105,6.67
b'Italian Hills Chardonnay KP 2013',LCBO,http://www.lcbo.com/lcbo/product/italian-hills-chardonnay-kp-2013/441865,White Wine,12.5,16.8,1,750,750,44.64,93,5.58
b'Culmina R&D Red Blend 2014',LCBO,http://www.lcbo.com/lcbo/product/culmina-r-d-red-blend-2014/445494,Red Wine,14.0,21.75,1,750,750,34.48,105,4.83
b'Sukkah Hill Besamin Liqueur K',LCBO,http://www.lcbo.com/lcbo/product/sukkah-hill-besamin-liqueur-k/443978,Liqueur/Liquor,37.0,27.25,1,375,375,13.76,138,5.09
b'Domaine des Chers Vieilles Vignes Julienas 2014',LCBO,http://www.lcbo.com/lcbo/product/domaine-des-chers-vieilles-vignes-julienas-2014/445189,Red Wine,13.0,18.75,1,750,750,40.0,97,5.2
b'Cantina Andriano Floreado Sauvignon Blanc 2014',LCBO,http://www.lcbo.com/lcbo/product/cantina-andriano-floreado-sauvignon-blanc-2014/435396,White Wine,13.0,18.25,1,750,750,41.1,97,5.34
b'Hacienda Molleda GHM Garnacha 2008',LCBO,http://www.lcbo.com/lcbo/product/hacienda-molleda-ghm-garnacha-2008/442756,Red Wine,14.5,19.25,1,750,750,38.96,108,5.65
b'Hauner Salina Rosso 2013',LCBO,http://www.lcbo.com/lcbo/product/hauner-salina-rosso-2013/440784,Red Wine,13.5,17.25,1,750,750,43.48,101,5.87
b'Vignerons Catalans Cayrou 2014',LCBO,http://www.lcbo.com/lcbo/product/vignerons-catalans-cayrou-2014/438622,Red Wine,13.5,13.25,1,750,750,56.6,101,7.64
b'Villa de Los Enologos Casta de Salvajes Cronos Malbec 2012',LCBO,http://www.lcbo.com/lcbo/product/villa-de-los-enologos-casta-de-salvajes-cronos-malbec-2012/442301,Red Wine,13.5,34.25,1,750,750,21.9,101,2.96
b'Gonzlez-Byass Solera 1847 Cream Sherry',LCBO,http://www.lcbo.com/lcbo/product/gonzalez-byass-solera-1847-cream-sherry/446476,Fortified Wines,18.0,15.75,1,750,750,47.62,135,8.57
b'Weinstock Moscato by W KpM 2014',LCBO,http://www.lcbo.com/lcbo/product/weinstock-moscato-by-w-kpm-2014/440370,Sparkling Wine,14.0,15.25,1,750,750,49.18,105,6.89
b'Bodegas lvaro Domecq Aranda Cream Sherry',LCBO,http://www.lcbo.com/lcbo/product/bodegas-alvaro-domecq-aranda-cream-sherry/449694,Fortified Wines,18.5,15.75,1,750,750,47.62,138,8.81
b'Magpie Estate The Sack Shiraz 2015',LCBO,http://www.lcbo.com/lcbo/product/magpie-estate-the-sack-shiraz-2015/94078,Red Wine,14.0,17.75,1,750,750,42.25,105,5.92
b'Freemark Abbey Bosch Cabernet Sauvignon 2012',LCBO,http://www.lcbo.com/lcbo/product/freemark-abbey-bosche-cabernet-sauvignon-2012/578971,Red Wine,13.8,169.0,1,750,750,4.44,103,0.61
