name,source,url,category,abv,price,quantity,single_vol,total_vol,ml_per_dollar,alcohol_vol,alc_per_dollar
Mickeys,The Beer Store,http://www.thebeerstore.ca/beers/mickeys,Malt,5.5,23.5,12,355,4260,181.28,234,9.97
Mickeys,The Beer Store,http://www.thebeerstore.ca/beers/mickeys,Malt,5.5,39.95,24,355,8520,213.27,468,11.73
Mojo Fruit Punch,The Beer Store,http://www.thebeerstore.ca/beers/mojo-fruit-punch,Malt,7.0,2.6,1,330,330,126.92,23,8.88
Mojo Fruit Punch,The Beer Store,http://www.thebeerstore.ca/beers/mojo-fruit-punch,Malt,7.0,9.95,4,330,1320,132.66,92,9.29
Mojo Fruit Punch,The Beer Store,http://www.thebeerstore.ca/beers/mojo-fruit-punch,Malt,7.0,59.7,24,330,7920,132.66,554,9.29
Mojo Shot Blue Lagoon,The Beer Store,http://www.thebeerstore.ca/beers/mojo-shot-blue-lagoon,Malt,11.9,9.95,1,750,750,75.38,89,8.97
Mojo Shot Blue Lagoon,The Beer Store,http://www.thebeerstore.ca/beers/mojo-shot-blue-lagoon,Malt,11.9,59.7,6,750,4500,75.38,535,8.97
Mojo Shot Melon Ball,The Beer Store,http://www.thebeerstore.ca/beers/mojo-shot-melon-ball,Malt,11.9,9.95,1,750,750,75.38,89,8.97
Mojo Shot Sourberry,The Beer Store,http://www.thebeerstore.ca/beers/mojo-shot-sourberry,Malt,11.9,9.95,1,750,750,75.38,89,8.97
Mojo Shot Sourberry,The Beer Store,http://www.thebeerstore.ca/beers/mojo-shot-sourberry,Malt,11.9,59.7,6,750,4500,75.38,535,8.97
Mojo Strawberry & Kiwi,The Beer Store,http://www.thebeerstore.ca/beers/mojo-strawberry-kiwi,Malt,7.0,2.6,1,330,330,126.92,23,8.88
Mojo Strawberry & Kiwi,The Beer Store,http://www.thebeerstore.ca/beers/mojo-strawberry-kiwi,Malt,7.0,9.95,4,330,1320,132.66,92,9.29
Mojo Strawberry & Kiwi,The Beer Store,http://www.thebeerstore.ca/beers/mojo-strawberry-kiwi,Malt,7.0,59.7,24,330,7920,132.66,554,9.29
Olde English 800,The Beer Store,http://www.thebeerstore.ca/beers/olde-english-800,Malt,8.0,6.95,1,1183,1183,170.22,94,13.62
Pepito Sangria,The Beer Store,http://www.thebeerstore.ca/beers/pepito-sangria,Malt,7.0,7.7,1,1000,1000,129.87,70,9.09
Poppers Cran Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-cran-ice,Malt,7.0,2.85,1,473,473,165.96,33,11.62
Poppers Cran Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-cran-ice,Malt,7.0,5.5,2,473,946,172.0,66,12.04
Poppers Cran Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-cran-ice,Malt,7.0,67.0,24,473,11352,169.43,794,11.86
Poppers Cran Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-cran-ice,Malt,7.0,2.45,1,341,341,139.18,23,9.74
Poppers Cran Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-cran-ice,Malt,7.0,9.4,4,341,1364,145.11,95,10.16
Poppers Cran Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-cran-ice,Malt,7.0,53.4,24,341,8184,153.26,572,10.73
Poppers Hard Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice,Malt,7.0,2.85,1,473,473,165.96,33,11.62
Poppers Hard Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice,Malt,7.0,5.5,2,473,946,172.0,66,12.04
Poppers Hard Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice,Malt,7.0,67.0,24,473,11352,169.43,794,11.86
Poppers Hard Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice,Malt,7.0,2.45,1,341,341,139.18,23,9.74
Poppers Hard Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice,Malt,7.0,9.4,4,341,1364,145.11,95,10.16
Poppers Hard Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice,Malt,7.0,53.4,24,341,8184,153.26,572,10.73
Poppers Hard Ice X-tra,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice-x-tra,Malt,9.0,4.7,1,710,710,151.06,63,13.6
Poppers Hard Ice X-tra,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice-x-tra,Malt,9.0,8.95,2,710,1420,158.66,127,14.28
Poppers Hard Ice X-tra,The Beer Store,http://www.thebeerstore.ca/beers/poppers-hard-ice-x-tra,Malt,9.0,55.05,12,710,8520,154.77,766,13.93
Poppers Orange Smoothie,The Beer Store,http://www.thebeerstore.ca/beers/poppers-orange-smoothie,Malt,7.0,2.45,1,341,341,139.18,23,9.74
Poppers Orange Smoothie,The Beer Store,http://www.thebeerstore.ca/beers/poppers-orange-smoothie,Malt,7.0,9.4,4,341,1364,145.11,95,10.16
Poppers Orange Smoothie,The Beer Store,http://www.thebeerstore.ca/beers/poppers-orange-smoothie,Malt,7.0,53.4,24,341,8184,153.26,572,10.73
Poppers Pink,The Beer Store,http://www.thebeerstore.ca/beers/poppers-pink,Malt,7.0,2.85,1,473,473,165.96,33,11.62
Poppers Pink,The Beer Store,http://www.thebeerstore.ca/beers/poppers-pink,Malt,7.0,5.5,2,473,946,172.0,66,12.04
Poppers Pink,The Beer Store,http://www.thebeerstore.ca/beers/poppers-pink,Malt,7.0,32.9,12,473,5676,172.52,397,12.08
Poppers Pink,The Beer Store,http://www.thebeerstore.ca/beers/poppers-pink,Malt,7.0,67.0,24,473,11352,169.43,794,11.86
Poppers Pink,The Beer Store,http://www.thebeerstore.ca/beers/poppers-pink,Malt,7.0,2.45,1,341,341,139.18,23,9.74
Poppers Pink,The Beer Store,http://www.thebeerstore.ca/beers/poppers-pink,Malt,7.0,9.4,4,341,1364,145.11,95,10.16
Poppers Pink,The Beer Store,http://www.thebeerstore.ca/beers/poppers-pink,Malt,7.0,53.4,24,341,8184,153.26,572,10.73
Poppers Ricco Sangria,The Beer Store,http://www.thebeerstore.ca/beers/poppers-ricco-sangria,Malt,7.0,2.45,1,341,341,139.18,23,9.74
Poppers Ricco Sangria,The Beer Store,http://www.thebeerstore.ca/beers/poppers-ricco-sangria,Malt,7.0,9.4,4,341,1364,145.11,95,10.16
Poppers Ricco Sangria,The Beer Store,http://www.thebeerstore.ca/beers/poppers-ricco-sangria,Malt,7.0,53.4,24,341,8184,153.26,572,10.73
Poppers Wild Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-wild-ice,Malt,7.0,2.45,1,341,341,139.18,23,9.74
Poppers Wild Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-wild-ice,Malt,7.0,9.4,4,341,1364,145.11,95,10.16
Poppers Wild Ice,The Beer Store,http://www.thebeerstore.ca/beers/poppers-wild-ice,Malt,7.0,53.4,24,341,8184,153.26,572,10.73
Rickards Radler,The Beer Store,http://www.thebeerstore.ca/beers/rickards-radler,Malt,3.2,2.7,1,473,473,175.19,15,5.61
Rickards Radler,The Beer Store,http://www.thebeerstore.ca/beers/rickards-radler,Malt,3.2,10.5,4,473,1892,180.19,60,5.77
Rickards Radler,The Beer Store,http://www.thebeerstore.ca/beers/rickards-radler,Malt,3.2,15.5,6,473,2838,183.1,90,5.86
Rickards Radler,The Beer Store,http://www.thebeerstore.ca/beers/rickards-radler,Malt,3.2,24.95,12,355,4260,170.74,136,5.46
Rickards Radler,The Beer Store,http://www.thebeerstore.ca/beers/rickards-radler,Malt,3.2,29.95,12,473,5676,189.52,181,6.06
Rickards Radler,The Beer Store,http://www.thebeerstore.ca/beers/rickards-radler,Malt,3.2,45.95,24,355,8520,185.42,272,5.93
Rickards Radler,The Beer Store,http://www.thebeerstore.ca/beers/rickards-radler,Malt,3.2,57.95,24,473,11352,195.89,363,6.27
Royalcity Hibiscus Saison,The Beer Store,http://www.thebeerstore.ca/beers/royalcity-hibiscus-saison,Malt,4.8,3.95,1,500,500,126.58,24,6.08
Royalcity Hibiscus Saison,The Beer Store,http://www.thebeerstore.ca/beers/royalcity-hibiscus-saison,Malt,4.8,45.25,12,500,6000,132.6,288,6.36
Seagram Wildberry,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry,Malt,5.0,7.95,4,355,1420,178.62,71,8.93
Seagram Wildberry,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry,Malt,5.0,15.75,8,355,2840,180.32,142,9.02
Seagram Wildberry,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry,Malt,5.0,19.95,12,355,4260,213.53,213,10.68
Seagram Wildberry,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry,Malt,5.0,32.25,18,355,6390,198.14,319,9.91
Seagram Wildberry,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry,Malt,5.0,39.9,24,355,8520,213.53,426,10.68
Seagram Wildberry Extra,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry-extra-69,Malt,6.9,2.75,1,473,473,172.0,32,11.87
Seagram Wildberry Extra,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry-extra-69,Malt,6.9,14.95,6,473,2838,189.83,195,13.1
Seagram Wildberry Extra,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry-extra-69,Malt,6.9,29.95,12,473,5676,189.52,391,13.08
Seagram Wildberry Extra,The Beer Store,http://www.thebeerstore.ca/beers/seagram-wildberry-extra-69,Malt,6.9,59.95,24,473,11352,189.36,783,13.07
Trafalgar Ginger Mead,The Beer Store,http://www.thebeerstore.ca/beers/trafalgar-ginger-mead,Malt,8.5,5.45,1,375,375,68.81,31,5.85
Trafalgar Ginger Mead,The Beer Store,http://www.thebeerstore.ca/beers/trafalgar-ginger-mead,Malt,8.5,54.5,12,375,4500,82.57,382,7.02
Twisted Tea,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea,Malt,5.0,27.3,12,355,4260,156.04,213,7.8
Twisted Tea,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea,Malt,5.0,46.95,24,355,8520,181.47,426,9.07
Twisted Tea,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea,Malt,5.0,15.1,6,355,2130,141.06,106,7.05
Twisted Tea,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea,Malt,5.0,27.1,12,355,4260,157.2,213,7.86
Twisted Tea,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea,Malt,5.0,46.95,24,355,8520,181.47,426,9.07
Twisted Tea Half & Half,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea-half-half,Malt,5.0,27.3,12,355,4260,156.04,213,7.8
Twisted Tea Half & Half,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea-half-half,Malt,5.0,46.95,24,355,8520,181.47,426,9.07
Twisted Tea Half & Half,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea-half-half,Malt,5.0,15.1,6,355,2130,141.06,106,7.05
Twisted Tea Half & Half,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea-half-half,Malt,5.0,27.1,12,355,4260,157.2,213,7.86
Twisted Tea Half & Half,The Beer Store,http://www.thebeerstore.ca/beers/twisted-tea-half-half,Malt,5.0,46.95,24,355,8520,181.47,426,9.07
Atwater Vanilla Java,The Beer Store,http://www.thebeerstore.ca/beers/atwater-vanilla-java-porter,Stout,5.5,342.5,1,58600,58600,171.09,3223,9.41
Beaus Tom Green Beer,The Beer Store,http://www.thebeerstore.ca/beers/beaus-tom-green-beer,Stout,5.0,5.45,1,600,600,110.09,30,5.5
Beaus Tom Green Beer,The Beer Store,http://www.thebeerstore.ca/beers/beaus-tom-green-beer,Stout,5.0,19.95,4,600,2400,120.3,120,6.02
Beaus Tom Green Beer,The Beer Store,http://www.thebeerstore.ca/beers/beaus-tom-green-beer,Stout,5.0,38.95,8,600,4800,123.23,240,6.16
Beaus Tom Green Beer,The Beer Store,http://www.thebeerstore.ca/beers/beaus-tom-green-beer,Stout,5.0,65.4,12,600,7200,110.09,360,5.5
Beaus Tom Green Beer,The Beer Store,http://www.thebeerstore.ca/beers/beaus-tom-green-beer,Stout,5.0,74.95,16,600,9600,128.09,480,6.4
Belhaven Black Scot Stout,The Beer Store,http://www.thebeerstore.ca/beers/belhaven-black-scottish-stout,Stout,4.2,11.55,4,440,1760,152.38,73,6.4
Broadhead Darkhorse Stout,The Beer Store,http://www.thebeerstore.ca/beers/broadhead-darkhorse-stout,Stout,5.5,2.95,1,473,473,160.34,26,8.82
Broadhead Darkhorse Stout,The Beer Store,http://www.thebeerstore.ca/beers/broadhead-darkhorse-stout,Stout,5.5,70.8,24,473,11352,160.34,624,8.82
Dragon Stout,The Beer Store,http://www.thebeerstore.ca/beers/dragon-stout,Stout,7.5,12.95,6,300,1800,139.0,135,10.42
Guinness Draught Bottle,The Beer Store,http://www.thebeerstore.ca/beers/guinness-draught-bottle,Stout,4.2,13.65,6,330,1980,145.05,83,6.09
Guinness Draught Bottle,The Beer Store,http://www.thebeerstore.ca/beers/guinness-draught-bottle,Stout,4.2,44.95,24,330,7920,176.2,332,7.4
Guinness Extra Stout,The Beer Store,http://www.thebeerstore.ca/beers/guinness-extra-stout,Stout,5.0,13.5,6,341,2046,151.56,102,7.58
Guinness Extra Stout,The Beer Store,http://www.thebeerstore.ca/beers/guinness-extra-stout,Stout,5.0,24.45,12,341,4092,167.36,204,8.37
Guinness Extra Stout,The Beer Store,http://www.thebeerstore.ca/beers/guinness-extra-stout,Stout,5.0,40.95,24,341,8184,199.85,409,9.99
Guinness Pub Draught,The Beer Store,http://www.thebeerstore.ca/beers/guinness-pub-draught,Stout,4.2,2.95,1,500,500,169.49,21,7.12
Guinness Pub Draught,The Beer Store,http://www.thebeerstore.ca/beers/guinness-pub-draught,Stout,4.2,11.95,4,440,1760,147.28,73,6.19
Guinness Pub Draught,The Beer Store,http://www.thebeerstore.ca/beers/guinness-pub-draught,Stout,4.2,21.95,8,440,3520,160.36,147,6.74
Guinness Pub Draught,The Beer Store,http://www.thebeerstore.ca/beers/guinness-pub-draught,Stout,4.2,30.95,12,440,5280,170.6,221,7.17
Guinness Pub Draught,The Beer Store,http://www.thebeerstore.ca/beers/guinness-pub-draught,Stout,4.2,60.95,24,440,10560,173.26,443,7.28
Guinness Pub Draught,The Beer Store,http://www.thebeerstore.ca/beers/guinness-pub-draught,Stout,4.2,69.95,24,500,12000,171.55,504,7.21
Kichesippi Bristol Stout,The Beer Store,http://www.thebeerstore.ca/beers/kichesippi-bristol-stout,Stout,4.8,2.85,1,473,473,165.96,22,7.97
Kichesippi Bristol Stout,The Beer Store,http://www.thebeerstore.ca/beers/kichesippi-bristol-stout,Stout,4.8,62.45,24,473,11352,181.78,544,8.73
Mackeson Stout,The Beer Store,http://www.thebeerstore.ca/beers/mackeson-stout,Stout,4.9,12.8,6,330,1980,154.69,97,7.58
Murphys Irish Stout,The Beer Store,http://www.thebeerstore.ca/beers/murphys-irish-stout,Stout,4.1,2.65,1,440,440,166.04,18,6.81
Murphys Irish Stout,The Beer Store,http://www.thebeerstore.ca/beers/murphys-irish-stout,Stout,4.1,10.5,4,440,1760,167.62,72,6.87
Murphys Irish Stout,The Beer Store,http://www.thebeerstore.ca/beers/murphys-irish-stout,Stout,4.1,20.0,8,440,3520,176.0,144,7.22
Murphys Irish Stout,The Beer Store,http://www.thebeerstore.ca/beers/murphys-irish-stout,Stout,4.1,30.0,12,440,5280,176.0,216,7.22
Murphys Irish Stout,The Beer Store,http://www.thebeerstore.ca/beers/murphys-irish-stout,Stout,4.1,60.0,24,440,10560,176.0,432,7.22
Murphys Irish Stout,The Beer Store,http://www.thebeerstore.ca/beers/murphys-irish-stout,Stout,4.1,240.0,1,50000,50000,208.33,2049,8.54
Muskoka Shinnicked Stout,The Beer Store,http://www.thebeerstore.ca/beers/muskoka-shinnicked-stout,Stout,5.2,3.25,1,473,473,145.54,24,7.57
Muskoka Shinnicked Stout,The Beer Store,http://www.thebeerstore.ca/beers/muskoka-shinnicked-stout,Stout,5.2,24.95,8,473,3784,151.66,196,7.89
Muskoka Shinnicked Stout,The Beer Store,http://www.thebeerstore.ca/beers/muskoka-shinnicked-stout,Stout,5.2,67.95,24,473,11352,167.06,590,8.69
New Holland The Poet,The Beer Store,http://www.thebeerstore.ca/beers/new-holland-poet,Stout,5.2,318.35,1,58600,58600,184.07,3047,9.57
Oharas Irish Stout,The Beer Store,http://www.thebeerstore.ca/beers/oharas-irish-stout,Stout,4.3,196.4,1,30000,30000,152.75,1290,6.57
Sleeman Fine Porter,The Beer Store,http://www.thebeerstore.ca/beers/sleeman-fine-porter,Stout,5.5,13.95,6,341,2046,146.67,112,8.07
Sleeman Fine Porter,The Beer Store,http://www.thebeerstore.ca/beers/sleeman-fine-porter,Stout,5.5,25.95,12,341,4092,157.69,225,8.67
Sleeman Fine Porter,The Beer Store,http://www.thebeerstore.ca/beers/sleeman-fine-porter,Stout,5.5,42.5,24,341,8184,192.56,450,10.59
Sleeping Giant Skull Rock,The Beer Store,http://www.thebeerstore.ca/beers/sleeping-giant-skull-rock,Stout,5.1,3.0,1,473,473,157.67,24,8.04
Sleeping Giant Skull Rock,The Beer Store,http://www.thebeerstore.ca/beers/sleeping-giant-skull-rock,Stout,5.1,11.95,4,473,1892,158.33,96,8.07
Sleeping Giant Skull Rock,The Beer Store,http://www.thebeerstore.ca/beers/sleeping-giant-skull-rock,Stout,5.1,65.95,24,473,11352,172.13,578,8.78
St Ambroise Oatmeal Stout,The Beer Store,http://www.thebeerstore.ca/beers/st-ambroise-oatmeal-stout,Stout,5.0,13.95,6,341,2046,146.67,102,7.33
St Ambroise Oatmeal Stout,The Beer Store,http://www.thebeerstore.ca/beers/st-ambroise-oatmeal-stout,Stout,5.0,25.95,12,341,4092,157.69,204,7.88
St Ambroise Oatmeal Stout,The Beer Store,http://www.thebeerstore.ca/beers/st-ambroise-oatmeal-stout,Stout,5.0,49.5,24,341,8184,165.33,409,8.27
Stonehammer Oatmeal Coffe,The Beer Store,http://www.thebeerstore.ca/beers/stonehammer-oatmeal-coffee,Stout,5.0,3.25,1,473,473,145.54,23,7.28
Stonehammer Oatmeal Coffe,The Beer Store,http://www.thebeerstore.ca/beers/stonehammer-oatmeal-coffee,Stout,5.0,37.2,12,473,5676,152.58,283,7.63
Stonehammer Oatmeal Coffe,The Beer Store,http://www.thebeerstore.ca/beers/stonehammer-oatmeal-coffee,Stout,5.0,76.0,24,473,11352,149.37,567,7.47
Walkerville Easy Stout,The Beer Store,http://www.thebeerstore.ca/beers/walkerville-brewery-easy-stout,Stout,5.5,2.95,1,473,473,160.34,26,8.82
Walkerville Easy Stout,The Beer Store,http://www.thebeerstore.ca/beers/walkerville-brewery-easy-stout,Stout,5.5,11.0,4,473,1892,172.0,104,9.46
Walkerville Easy Stout,The Beer Store,http://www.thebeerstore.ca/beers/walkerville-brewery-easy-stout,Stout,5.5,62.0,24,473,11352,183.1,624,10.07
Wellington Imperial Stout,The Beer Store,http://www.thebeerstore.ca/beers/wellington-imperial-russian,Stout,8.0,3.65,1,473,473,129.59,37,10.37
Wellington Imperial Stout,The Beer Store,http://www.thebeerstore.ca/beers/wellington-imperial-russian,Stout,8.0,20.25,6,473,2838,140.15,227,11.21
Wellington Imperial Stout,The Beer Store,http://www.thebeerstore.ca/beers/wellington-imperial-russian,Stout,8.0,37.25,12,473,5676,152.38,454,12.19
Wellington Imperial Stout,The Beer Store,http://www.thebeerstore.ca/beers/wellington-imperial-russian,Stout,8.0,68.75,24,473,11352,165.12,908,13.21
Whitewater Midnight Stout,The Beer Store,http://www.thebeerstore.ca/beers/whitewater-midnight-stout,Stout,4.5,2.95,1,473,473,160.34,21,7.22
Whitewater Midnight Stout,The Beer Store,http://www.thebeerstore.ca/beers/whitewater-midnight-stout,Stout,4.5,70.8,24,473,11352,160.34,510,7.22
Wild North Midnight Bock,The Beer Store,http://www.thebeerstore.ca/beers/wild-north-midnight-bock,Stout,5.5,3.05,1,473,473,155.08,26,8.53
Wild North Midnight Bock,The Beer Store,http://www.thebeerstore.ca/beers/wild-north-midnight-bock,Stout,5.5,17.45,6,473,2838,162.64,156,8.94
Wild North Midnight Bock,The Beer Store,http://www.thebeerstore.ca/beers/wild-north-midnight-bock,Stout,5.5,33.95,12,473,5676,167.19,312,9.2
Wild North Midnight Bock,The Beer Store,http://www.thebeerstore.ca/beers/wild-north-midnight-bock,Stout,5.5,65.95,24,473,11352,172.13,624,9.47
b'Marques De Riscal Rioja Reserva',LCBO,http://www.lcbo.com/lcbo/product/marques-de-riscal-rioja-reserva/32656,Red Wine,14.0,25.6,1,750,750,29.3,105,4.1
b'Fontana di Papa Castelli Romani',LCBO,http://www.lcbo.com/lcbo/product/fontana-di-papa-castelli-romani/37184,Red Wine,12.0,16.95,1,2000,2000,117.99,240,14.16
b'Folonari Soave',LCBO,http://www.lcbo.com/lcbo/product/folonari-soave/37028,White Wine,12.0,16.5,1,1500,1500,90.91,180,10.91
b'Dalton Safsufa Vineyards Cabernet Sauvignon KPM',LCBO,http://www.lcbo.com/lcbo/product/dalton-safsufa-vineyards-cabernet-sauvignon-kpm/28266,Red Wine,13.5,27.95,1,750,750,26.83,101,3.62
b'Thirty Bench Riesling',LCBO,http://www.lcbo.com/lcbo/product/thirty-bench-riesling/24133,White Wine,11.1,20.85,1,750,750,35.97,83,3.99
b'Misterio Malbec',LCBO,http://www.lcbo.com/lcbo/product/misterio-malbec/28803,Red Wine,12.0,9.35,1,750,750,80.21,90,9.63
b"Lamb's Palm Breeze Rum",LCBO,http://www.lcbo.com/lcbo/product/lamb-s-palm-breeze-rum/2089,Rum,40.0,26.45,1,750,750,28.36,300,11.34
b'Casa Dos Vinhos 5 Year Old Madeira',LCBO,http://www.lcbo.com/lcbo/product/casa-dos-vinhos-5-year-old-madeira/27375,Fortified Wines,19.0,20.6,1,750,750,36.41,142,6.92
b'Alberta Premium Whisky',LCBO,http://www.lcbo.com/lcbo/product/alberta-premium-whisky/3871,Whisky/Whiskey,40.0,14.7,1,375,375,25.51,150,10.2
b'Royal Reserve Whisky',LCBO,http://www.lcbo.com/lcbo/product/royal-reserve-whisky/992,Whisky/Whiskey,40.0,39.45,1,1140,1140,28.9,456,11.56
b"Wiser's Special Blend Whisky",LCBO,http://www.lcbo.com/lcbo/product/wiser-s-special-blend-whisky/1222,Whisky/Whiskey,40.0,26.25,1,750,750,28.57,300,11.43
b'Mike Weir Pinot Noir VQA',LCBO,http://www.lcbo.com/lcbo/product/mike-weir-pinot-noir-vqa/75,Red Wine,13.0,15.95,1,750,750,47.02,97,6.11
b'Chateau Timberlay Bordeaux Superieur AOC',LCBO,http://www.lcbo.com/lcbo/product/chateau-timberlay-bordeaux-superieur-aoc/30072,Red Wine,13.5,16.95,1,750,750,44.25,101,5.97
b'20 Bees Chardonnay VQA',LCBO,http://www.lcbo.com/lcbo/product/20-bees-chardonnay-vqa/4705,White Wine,12.5,11.95,1,750,750,62.76,93,7.85
b'Bud Light',LCBO,http://www.lcbo.com/lcbo/product/bud-light/1107,Lager,4.0,2.35,1,473,473,201.28,18,8.05
b'Fantini Farnese Sangiovese IGT',LCBO,http://www.lcbo.com/lcbo/product/fantini-farnese-sangiovese-igt/31971,Red Wine,12.0,13.95,1,1500,1500,107.53,180,12.9
b"Stone's Green Ginger",LCBO,http://www.lcbo.com/lcbo/product/stone-s-green-ginger/24828,Specialty Wines,13.0,11.45,1,750,750,65.5,97,8.52
b'Masi Modello Della Venezie Rosso IGT',LCBO,http://www.lcbo.com/lcbo/product/masi-modello-della-venezie-rosso-igt/27854,Red Wine,12.0,23.95,1,1500,1500,62.63,180,7.52
b'The Glenlivet 12 Years Old Single Malt Scotch Whisky',LCBO,http://www.lcbo.com/lcbo/product/the-glenlivet-12-years-old-single-malt-scotch-whisky/21097,Whisky/Whiskey,40.0,56.95,1,750,750,13.17,300,5.27
b'KWV The Vinecrafter Chenin Blanc',LCBO,http://www.lcbo.com/lcbo/product/kwv-the-vinecrafter-chenin-blanc/18689,White Wine,12.5,8.45,1,750,750,88.76,93,11.09
b'Sauza Gold Tequila',LCBO,http://www.lcbo.com/lcbo/product/sauza-gold-tequila/27235,Tequila,40.0,30.15,1,750,750,24.88,300,9.95
b'Sogrape Mateus Ros',LCBO,http://www.lcbo.com/lcbo/product/sogrape-mateus-rose/166,Ros Wine,11.0,10.1,1,750,750,74.26,82,8.17
b'Andrs Baby Duck',LCBO,http://www.lcbo.com/lcbo/product/andres-baby-duck/1123,Sparkling Wine,7.0,12.6,1,1500,1500,119.05,105,8.33
b'Tanqueray Dry Gin',LCBO,http://www.lcbo.com/lcbo/product/tanqueray-dry-gin/2691,Gin,40.0,28.95,1,750,750,25.91,300,10.36
b'Brights 74 Apera',LCBO,http://www.lcbo.com/lcbo/product/brights-74-apera/6759,Fortified Wines,20.0,9.95,1,1000,1000,100.5,200,20.1
b'Fontana di Papa Colli Albani',LCBO,http://www.lcbo.com/lcbo/product/fontana-di-papa-colli-albani/1511,White Wine,11.0,12.95,1,1500,1500,115.83,165,12.74
b'Crown Royal Whisky',LCBO,http://www.lcbo.com/lcbo/product/crown-royal-whisky/1487,Whisky/Whiskey,40.0,26.45,1,750,750,28.36,300,11.34
b'Blue Nun Deutscher Tafelwein',LCBO,http://www.lcbo.com/lcbo/product/blue-nun-deutscher-tafelwein/24075,White Wine,9.5,14.95,1,1500,1500,100.33,142,9.53
b'Asbach Uralt',LCBO,http://www.lcbo.com/lcbo/product/asbach-uralt/21089,Brandy,40.0,34.85,1,750,750,21.52,300,8.61
b'Silent Sam Vodka',LCBO,http://www.lcbo.com/lcbo/product/silent-sam-vodka/5132,Vodka,40.0,26.25,1,750,750,28.57,300,11.43
b'Meaghers Triple Sec',LCBO,http://www.lcbo.com/lcbo/product/meaghers-triple-sec/5215,Liqueur/Liquor,35.0,24.45,1,750,750,30.67,262,10.74
b'Flat Rock Gravity Pinot Noir 2013',LCBO,http://www.lcbo.com/lcbo/product/flat-rock-gravity-pinot-noir-2013/1560,Red Wine,12.9,30.25,1,750,750,24.79,96,3.2
b"Ballantine's Blended Scotch Whisky",LCBO,http://www.lcbo.com/lcbo/product/ballantine-s-blended-scotch-whisky/1610,Whisky/Whiskey,40.0,27.95,1,750,750,26.83,300,10.73
b'Remy Martin VSOP Cognac',LCBO,http://www.lcbo.com/lcbo/product/remy-martin-vsop-cognac/4101,Cognac/Armagnac,40.0,90.0,1,750,750,8.33,300,3.33
b'Brights 74 Tawny',LCBO,http://www.lcbo.com/lcbo/product/brights-74-tawny/4382,Fortified Wines,18.0,9.0,1,750,750,83.33,135,15.0
b'Pama Pomegranate Liquor',LCBO,http://www.lcbo.com/lcbo/product/pama-pomegranate-liquor/414,Liqueur/Liquor,17.0,30.0,1,750,750,25.0,127,4.25
b'Torres Sangre De Toro Garnacha, Catalunya',LCBO,http://www.lcbo.com/lcbo/product/torres-sangre-de-toro-garnacha-catalunya/6585,Red Wine,13.5,12.95,1,750,750,57.92,101,7.82
b'Folonari Valpolicella Doc',LCBO,http://www.lcbo.com/lcbo/product/folonari-valpolicella-doc/828,Red Wine,12.5,13.95,1,750,750,53.76,93,6.72
b'Angels Gate Chardonnay VQA',LCBO,http://www.lcbo.com/lcbo/product/angels-gate-chardonnay-vqa/1818,White Wine,13.0,13.95,1,750,750,53.76,97,6.99
b"Lamb's Navy Rum",LCBO,http://www.lcbo.com/lcbo/product/lamb-s-navy-rum/2063,Rum,40.0,26.35,1,750,750,28.46,300,11.39
b'Vodka Mudshake Chocolate',LCBO,http://www.lcbo.com/lcbo/product/vodka-mudshake-chocolate/5280,Coolers,5.0,12.95,4,270,1080,83.4,54,4.17
